analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Andrew M. Charles,TD Cowen,917,CMG-US,2024Q3,2024,0.021371008192609932,81908.36,5812,20240830,59
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2024Q3,2024,0.019197458618960037,81908.36,5812,20240725,95
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2024Q2,2024,,80066.305,5812,20240626,27
Andrew M. Charles,TD Cowen,917,CMG-US,2024Q2,2024,0.02195883361921098,80066.305,5812,20240712,11
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2024Q2,2024,0.019728987993138936,80066.305,5812,20240722,1
Steven Gojak,Cleveland Research Company,2295,CMG-US,2024Q2,2024,0.022032475128644938,80066.305,5812,20240716,7
Brian Mullan,Piper Sandler Companies,570,CMG-US,2024Q2,2024,0.023159519725557465,80066.305,5812,20240425,89
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2024Q2,2024,0.02263545454545455,80066.305,5812,20240425,89
Jeff Farmer,Gordon Haskett,2467,CMG-US,2024Q2,2024,0.020243567753001717,80066.305,5812,20240207,167
Jim Sanderson,Northcoast Research,1406,CMG-US,2024Q2,2024,,80066.305,5812,20240624,29
Jeff Farmer,Gordon Haskett,2467,CMG-US,2024Q1,2024,0.020853495519769203,81322.69,5812,20240207,76
Steven Gojak,Cleveland Research Company,2295,CMG-US,2024Q1,2024,0.022556330359359725,81322.69,5812,20240307,47
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2024Q1,2024,0.023149755528212093,81322.69,5812,20240319,35
Andrew M. Charles,TD Cowen,917,CMG-US,2024Q1,2024,0.022421427513736814,81322.69,5812,20240207,76
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2024Q1,2024,0.01992622391043352,81322.69,5812,20240319,35
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2024Q1,2024,,81322.69,5812,20240108,106
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2023Q4,2023,,63721.563,5812,20240108,28
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2023Q4,2023,0.03043890568605663,63721.563,5812,20231027,101
Andrew M. Charles,TD Cowen,917,CMG-US,2023Q4,2023,0.029259374111688247,63721.563,5812,20231027,101
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2023Q3,2023,0.038080928593729094,49483.348,5812,20231017,8
Andrew M. Charles,TD Cowen,917,CMG-US,2023Q3,2023,0.036826524240667236,49483.348,5812,20231010,15
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2023Q3,2023,,49483.348,5812,20230727,90
Andrew M. Charles,TD Cowen,917,CMG-US,2023Q2,2023,0.033391136801541425,57276.508,5812,20230426,90
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2023Q2,2023,,57276.508,5812,20230426,90
