analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2024Q1,2024,0.03430336067213442,103302.47,2834,20231113,172
David Risinger,Leerink Partners,1079,VRTX-US,2024Q1,2024,0.040604620924184834,103302.47,2834,20231213,142
Joseph Stringer,Needham,477,VRTX-US,2024Q1,2024,0.042379975995199035,103302.47,2834,20240206,87
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2023Q4,2023,0.03627888482424848,113408.945,2834,20240118,15
William Pickering,Bernstein Research,1140,VRTX-US,2023Q4,2023,,113408.945,2834,20231229,35
Naz Rahman,Maxim Group,1063,VRTX-US,2023Q4,2023,0.039164527050055666,113408.945,2834,20231107,87
Robyn Karnauskas,Truist Securities,852,VRTX-US,2023Q4,2023,0.029712344641112446,113408.945,2834,20240130,3
Hartaj Singh,Oppenheimer,498,VRTX-US,2023Q4,2023,0.03600622571629819,113408.945,2834,20240129,4
Danielle Brill,Raymond James,402,VRTX-US,2023Q4,2023,0.03377950966803753,113408.945,2834,20240129,4
Myles R. Minter,William Blair,198,VRTX-US,2023Q4,2023,0.05307014155552021,113408.945,2834,20240123,10
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2023Q4,2023,0.030871145849901162,113408.945,2834,20240119,14
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2023Q4,2023,0.03709686214809933,113408.945,2834,20240123,10
Phil Nadeau,TD Cowen,917,VRTX-US,2023Q4,2023,0.0409822544363909,113408.945,2834,20240108,25
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2023Q4,2023,0.04575378882552089,113408.945,2834,20231213,51
Joseph Stringer,Needham,477,VRTX-US,2023Q4,2023,0.03896003271909295,113408.945,2834,20230802,184
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2023Q4,2023,0.04470018858921633,113408.945,2834,20231218,46
David Risinger,Leerink Partners,1079,VRTX-US,2023Q4,2023,0.038005725841266956,113408.945,2834,20231213,51
Andrew S. Fein,HC Wainwright,536,VRTX-US,2023Q4,2023,0.050275385699029784,113408.945,2834,20231107,87
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2023Q4,2023,0.032052668651019064,113408.945,2834,20231113,81
Myles R. Minter,William Blair,198,VRTX-US,2023Q3,2023,0.05632160147962791,94891.14,2834,20230802,93
William Pickering,Bernstein Research,1140,VRTX-US,2023Q3,2023,,94891.14,2834,20230317,231
Naz Rahman,Maxim Group,1063,VRTX-US,2023Q3,2023,0.042150900288309846,94891.14,2834,20231031,3
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2023Q3,2023,0.03320241527498232,94891.14,2834,20230802,93
Danielle Brill,Raymond James,402,VRTX-US,2023Q3,2023,0.03442637219169885,94891.14,2834,20230802,93
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2023Q3,2023,0.0443812217809933,94891.14,2834,20231013,21
Phil Nadeau,TD Cowen,917,VRTX-US,2023Q3,2023,0.046992329869988574,94891.14,2834,20230208,268
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2023Q3,2023,0.04204210411793505,94891.14,2834,20230503,184
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2023Q3,2023,0.05118071043899254,94891.14,2834,20230802,93
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2023Q3,2023,0.052214546047979114,94891.14,2834,20230802,93
Robyn Karnauskas,Truist Securities,852,VRTX-US,2023Q3,2023,0.03176086601751618,94891.14,2834,20230802,93
Hartaj Singh,Oppenheimer,498,VRTX-US,2023Q3,2023,0.03771745634553664,94891.14,2834,20230802,93
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2023Q3,2023,0.03167926888973508,94891.14,2834,20230808,87
David Risinger,Leerink Partners,1079,VRTX-US,2023Q3,2023,0.041443725180873636,94891.14,2834,20230718,108
Joseph Stringer,Needham,477,VRTX-US,2023Q3,2023,0.04617635859217755,94891.14,2834,20230802,93
Hartaj Singh,Oppenheimer,498,VRTX-US,2023Q2,2023,0.0447754749568221,92455.875,2834,20230502,90
William Pickering,Bernstein Research,1140,VRTX-US,2023Q2,2023,,92455.875,2834,20230317,136
Phil Nadeau,TD Cowen,917,VRTX-US,2023Q2,2023,0.04926040447935817,92455.875,2834,20230208,173
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2023Q2,2023,0.044134770739316945,92455.875,2834,20230503,89
Myles R. Minter,William Blair,198,VRTX-US,2023Q2,2023,0.04081982283135551,92455.875,2834,20230525,67
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2023Q2,2023,0.05065323973480416,92455.875,2834,20230502,90
David Risinger,Leerink Partners,1079,VRTX-US,2023Q2,2023,0.04366120675246532,92455.875,2834,20230718,13
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2023Q2,2023,0.03405064348988801,92455.875,2834,20230706,25
Naz Rahman,Maxim Group,1063,VRTX-US,2023Q2,2023,0.04332692629115828,92455.875,2834,20230502,90
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2023Q2,2023,0.05374533400189425,92455.875,2834,20230502,90
Robyn Karnauskas,Truist Securities,852,VRTX-US,2023Q2,2023,0.03758844503872082,92455.875,2834,20230502,90
Danielle Brill,Raymond James,402,VRTX-US,2023Q2,2023,0.03834057607666165,92455.875,2834,20230502,90
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2023Q2,2023,0.03424564042565045,92455.875,2834,20230508,84
Joseph Stringer,Needham,477,VRTX-US,2023Q2,2023,0.04973396846620982,92455.875,2834,20230502,90
