analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Donald Fandetti,Wells Fargo Securities,596,V-US,2024Q2,2024,0.039497814948764316,417842.9,7389,20240424,89
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2024Q2,2024,,417842.9,7389,20240509,74
John Davis,Raymond James,402,V-US,2024Q2,2024,0.038593655816757076,417842.9,7389,20231025,271
Bryan C. Bergin,TD Cowen,917,V-US,2024Q1,2024,0.037932928592078634,437657.66,7389,20240409,13
David Togut,Evercore ISI,1772,V-US,2024Q1,2024,0.0395612893899971,437657.66,7389,20240325,28
Harshita Rawat,Bernstein Research,1140,V-US,2024Q1,2024,,437657.66,7389,20240126,87
Rufus Hone,BMO Capital Markets,181,V-US,2024Q1,2024,0.0382964729690662,437657.66,7389,20240412,10
Bryan Keane,Deutsche Bank Research,77,V-US,2024Q1,2024,0.03851329864122578,437657.66,7389,20240126,87
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2024Q1,2024,,437657.66,7389,20240327,26
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2024Q1,2024,0.03822419774501301,437657.66,7389,20231115,159
John Davis,Raymond James,402,V-US,2024Q1,2024,0.03739303266840127,437657.66,7389,20231025,180
Harshita Rawat,Bernstein Research,1140,V-US,2023Q4,2023,,418672.6,7389,20240105,19
Bryan Keane,Deutsche Bank Research,77,V-US,2023Q4,2023,0.04050565089204717,418672.6,7389,20231025,91
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2023Q4,2023,,418672.6,7389,20230814,163
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2023Q4,2023,0.039480647112186275,418672.6,7389,20231115,70
John Davis,Raymond James,402,V-US,2023Q4,2023,0.03861127910492894,418672.6,7389,20231025,91
